0,1,s_close,s_date
"Dec 27, 16",10.91,10.91,"Dec 27, 16"
"Dec 28, 16",10.90,10.90,"Dec 28, 16"
"Dec 29, 16",10.78,10.78,"Dec 29, 16"
"Dec 30, 16",10.87,10.87,"Dec 30, 16"
"Jan 02, 17",10.86,10.86,"Jan 02, 17"
"Jan 03, 17",10.80,10.80,"Jan 03, 17"
"Jan 04, 17",10.95,10.95,"Jan 04, 17"
"Jan 05, 17",10.93,10.93,"Jan 05, 17"
"Jan 06, 17",10.95,10.95,"Jan 06, 17"
"Jan 09, 17",10.81,10.81,"Jan 09, 17"
"Jan 10, 17",10.75,10.75,"Jan 10, 17"
"Jan 11, 17",10.91,10.91,"Jan 11, 17"
"Jan 12, 17",10.98,10.98,"Jan 12, 17"
"Jan 13, 17",10.86,10.86,"Jan 13, 17"
"Jan 16, 17",10.83,10.83,"Jan 16, 17"
"Jan 17, 17",10.93,10.93,"Jan 17, 17"
"Jan 18, 17",10.84,10.84,"Jan 18, 17"
"Jan 19, 17",10.99,10.99,"Jan 19, 17"
"Jan 20, 17",10.99,10.99,"Jan 20, 17"
"Jan 23, 17",11.00,11.00,"Jan 23, 17"
"Jan 24, 17",10.90,10.90,"Jan 24, 17"
"Jan 25, 17",10.91,10.91,"Jan 25, 17"
"Jan 26, 17",11.00,11.00,"Jan 26, 17"
"Jan 27, 17",10.98,10.98,"Jan 27, 17"
"Jan 30, 17",10.98,10.98,"Jan 30, 17"
"Jan 31, 17",10.93,10.93,"Jan 31, 17"
"Feb 01, 17",10.97,10.97,"Feb 01, 17"
"Feb 02, 17",11.00,11.00,"Feb 02, 17"
"Feb 03, 17",10.92,10.92,"Feb 03, 17"
"Feb 06, 17",11.00,11.00,"Feb 06, 17"
"Feb 07, 17",10.99,10.99,"Feb 07, 17"
"Feb 08, 17",10.96,10.96,"Feb 08, 17"
"Feb 09, 17",10.83,10.83,"Feb 09, 17"
"Feb 10, 17",11.00,11.00,"Feb 10, 17"
"Feb 13, 17",10.95,10.95,"Feb 13, 17"
"Feb 14, 17",10.90,10.90,"Feb 14, 17"
"Feb 15, 17",10.85,10.85,"Feb 15, 17"
"Feb 16, 17",10.99,10.99,"Feb 16, 17"
"Feb 17, 17",10.97,10.97,"Feb 17, 17"
"Feb 20, 17",10.93,10.93,"Feb 20, 17"
"Feb 21, 17",10.91,10.91,"Feb 21, 17"
"Feb 22, 17",10.87,10.87,"Feb 22, 17"
"Feb 23, 17",10.86,10.86,"Feb 23, 17"
"Feb 24, 17",10.97,10.97,"Feb 24, 17"
"Feb 27, 17",10.81,10.81,"Feb 27, 17"
"Feb 28, 17",10.85,10.85,"Feb 28, 17"
"Mar 01, 17",10.94,10.94,"Mar 01, 17"
"Mar 02, 17",10.97,10.97,"Mar 02, 17"
"Mar 03, 17",10.95,10.95,"Mar 03, 17"
"Mar 06, 17",10.90,10.90,"Mar 06, 17"
"Mar 07, 17",10.90,10.90,"Mar 07, 17"
"Mar 08, 17",10.95,10.95,"Mar 08, 17"
"Mar 09, 17",10.90,10.90,"Mar 09, 17"
"Mar 10, 17",10.86,10.86,"Mar 10, 17"
"Mar 13, 17",10.90,10.90,"Mar 13, 17"
"Mar 14, 17",10.91,10.91,"Mar 14, 17"
"Mar 15, 17",10.95,10.95,"Mar 15, 17"
"Mar 16, 17",10.89,10.89,"Mar 16, 17"
"Mar 17, 17",10.90,10.90,"Mar 17, 17"
"Mar 20, 17",10.99,10.99,"Mar 20, 17"
"Mar 21, 17",10.97,10.97,"Mar 21, 17"
"Mar 22, 17",11.05,11.05,"Mar 22, 17"
"Mar 24, 17",11.14,11.14,"Mar 24, 17"
"Mar 27, 17",11.15,11.15,"Mar 27, 17"
"Mar 28, 17",11.16,11.16,"Mar 28, 17"
"Mar 29, 17",11.16,11.16,"Mar 29, 17"
"Mar 30, 17",10.99,10.99,"Mar 30, 17"
"Mar 31, 17",11.20,11.20,"Mar 31, 17"
"Apr 03, 17",11.06,11.06,"Apr 03, 17"
"Apr 04, 17",11.22,11.22,"Apr 04, 17"
"Apr 05, 17",11.10,11.10,"Apr 05, 17"
"Apr 06, 17",11.07,11.07,"Apr 06, 17"
"Apr 07, 17",11.10,11.10,"Apr 07, 17"
"Apr 10, 17",11.06,11.06,"Apr 10, 17"
"Apr 11, 17",11.10,11.10,"Apr 11, 17"
"Apr 12, 17",11.14,11.14,"Apr 12, 17"
"Apr 13, 17",11.05,11.05,"Apr 13, 17"
