s_close,s_date
109.179,"Mar 16, 2024"
109.235,"Mar 17, 2024"
109.295,"Mar 18, 2024"
104.72,"Mar 19, 2024"
104.706,"Mar 20, 2024"
104.737,"Mar 21, 2024"
104.756,"Mar 22, 2024"
104.793,"Mar 23, 2024"
104.848,"Mar 24, 2024"
104.904,"Mar 25, 2024"
104.95,"Mar 26, 2024"
105.002,"Mar 27, 2024"
105.049,"Mar 28, 2024"
105.099,"Mar 29, 2024"
105.181,"Mar 30, 2024"
105.228,"Mar 31, 2024"
105.285,"Apr 01, 2024"
105.358,"Apr 02, 2024"
105.433,"Apr 03, 2024"
105.49,"Apr 04, 2024"
105.55,"Apr 05, 2024"
105.604,"Apr 06, 2024"
105.661,"Apr 07, 2024"
105.721,"Apr 08, 2024"
105.773,"Apr 09, 2024"
105.891,"Apr 10, 2024"
105.934,"Apr 11, 2024"
105.977,"Apr 12, 2024"
106.019,"Apr 13, 2024"
106.062,"Apr 14, 2024"
106.105,"Apr 15, 2024"
106.161,"Apr 16, 2024"
106.217,"Apr 17, 2024"
106.273,"Apr 18, 2024"
106.34,"Apr 19, 2024"
106.402,"Apr 20, 2024"
106.461,"Apr 21, 2024"
106.52,"Apr 22, 2024"
106.572,"Apr 23, 2024"
106.637,"Apr 24, 2024"
106.697,"Apr 25, 2024"
106.758,"Apr 26, 2024"
106.812,"Apr 27, 2024"
106.87,"Apr 28, 2024"
106.927,"Apr 29, 2024"
106.987,"Apr 30, 2024"
107.015,"May 01, 2024"
107.073,"May 02, 2024"
107.132,"May 03, 2024"
107.191,"May 04, 2024"
107.249,"May 05, 2024"
107.307,"May 06, 2024"
107.365,"May 07, 2024"
107.419,"May 08, 2024"
107.48,"May 09, 2024"
107.538,"May 10, 2024"
107.591,"May 11, 2024"
107.634,"May 12, 2024"
107.693,"May 13, 2024"
107.75,"May 14, 2024"
107.807,"May 15, 2024"
107.865,"May 16, 2024"
107.984,"May 17, 2024"
108.046,"May 18, 2024"
108.104,"May 19, 2024"
108.162,"May 20, 2024"
108.222,"May 21, 2024"
108.281,"May 22, 2024"
108.341,"May 23, 2024"
108.398,"May 24, 2024"
108.461,"May 25, 2024"
108.519,"May 26, 2024"
108.578,"May 27, 2024"
108.637,"May 28, 2024"
108.696,"May 29, 2024"
108.759,"May 30, 2024"
108.842,"May 31, 2024"
108.916,"Jun 01, 2024"
108.963,"Jun 02, 2024"
109.01,"Jun 03, 2024"
109.088,"Jun 04, 2024"
109.158,"Jun 05, 2024"
109.23,"Jun 06, 2024"
109.292,"Jun 07, 2024"
109.37,"Jun 08, 2024"
109.419,"Jun 09, 2024"
109.468,"Jun 10, 2024"
109.523,"Jun 11, 2024"
109.647,"Jun 12, 2024"
109.704,"Jun 13, 2024"
109.786,"Jun 14, 2024"
109.848,"Jun 15, 2024"
109.903,"Jun 16, 2024"
109.958,"Jun 17, 2024"
110.013,"Jun 18, 2024"
110.055,"Jun 19, 2024"
110.111,"Jun 20, 2024"
110.12,"Jun 21, 2024"
110.165,"Jun 22, 2024"
110.22,"Jun 23, 2024"
110.276,"Jun 24, 2024"
110.332,"Jun 25, 2024"
104.718,"Jun 26, 2024"
104.795,"Jun 27, 2024"
104.846,"Jun 28, 2024"
104.907,"Jun 29, 2024"
104.962,"Jun 30, 2024"
105.042,"Jul 01, 2024"
105.075,"Jul 02, 2024"
105.131,"Jul 03, 2024"
105.188,"Jul 04, 2024"
105.241,"Jul 05, 2024"
105.296,"Jul 06, 2024"
105.34,"Jul 07, 2024"
105.395,"Jul 08, 2024"
105.447,"Jul 09, 2024"
105.508,"Jul 10, 2024"
105.565,"Jul 11, 2024"
105.631,"Jul 12, 2024"
105.682,"Jul 13, 2024"
105.735,"Jul 14, 2024"
105.788,"Jul 15, 2024"
105.85,"Jul 16, 2024"
105.903,"Jul 17, 2024"
105.956,"Jul 18, 2024"
106.013,"Jul 19, 2024"
106.067,"Jul 20, 2024"
106.175,"Jul 22, 2024"
106.227,"Jul 23, 2024"
106.35,"Jul 25, 2024"
106.425,"Jul 26, 2024"
106.532,"Jul 28, 2024"
106.586,"Jul 29, 2024"
106.641,"Jul 30, 2024"
106.705,"Jul 31, 2024"
106.754,"Aug 01, 2024"
106.809,"Aug 02, 2024"
106.859,"Aug 03, 2024"
106.912,"Aug 04, 2024"
106.965,"Aug 05, 2024"
107.018,"Aug 06, 2024"
107.076,"Aug 07, 2024"
107.149,"Aug 08, 2024"
107.266,"Aug 09, 2024"
107.372,"Aug 11, 2024"
107.425,"Aug 12, 2024"
107.481,"Aug 13, 2024"
107.539,"Aug 14, 2024"
107.592,"Aug 15, 2024"
107.642,"Aug 16, 2024"
107.75,"Aug 18, 2024"
107.803,"Aug 19, 2024"
107.87,"Aug 20, 2024"
107.929,"Aug 21, 2024"
107.991,"Aug 22, 2024"
108.055,"Aug 23, 2024"
108.105,"Aug 24, 2024"
108.156,"Aug 25, 2024"
108.208,"Aug 26, 2024"
108.257,"Aug 27, 2024"
108.375,"Aug 28, 2024"
108.422,"Aug 29, 2024"
108.47,"Aug 30, 2024"
108.556,"Sep 01, 2024"
108.608,"Sep 02, 2024"
108.664,"Sep 03, 2024"
108.718,"Sep 04, 2024"
108.776,"Sep 05, 2024"
108.816,"Sep 06, 2024"
108.925,"Sep 08, 2024"
108.977,"Sep 09, 2024"
109.033,"Sep 10, 2024"
109.092,"Sep 11, 2024"
109.151,"Sep 12, 2024"
109.21,"Sep 13, 2024"
109.376,"Sep 15, 2024"
109.426,"Sep 16, 2024"
109.473,"Sep 17, 2024"
109.523,"Sep 18, 2024"
109.587,"Sep 19, 2024"
109.707,"Sep 20, 2024"
109.875,"Sep 23, 2024"
109.927,"Sep 24, 2024"
109.959,"Sep 25, 2024"
110.025,"Sep 26, 2024"
110.116,"Sep 27, 2024"
110.311,"Sep 30, 2024"
110.371,"Oct 01, 2024"
110.425,"Oct 02, 2024"
110.469,"Oct 03, 2024"
110.462,"Oct 04, 2024"
