0,1,s_close,s_date
"Aug 08, 23",9.80,9.80,"Aug 08, 23"
"Aug 09, 23",9.72,9.72,"Aug 09, 23"
"Aug 10, 23",9.62,9.62,"Aug 10, 23"
"Aug 11, 23",9.67,9.67,"Aug 11, 23"
"Aug 15, 23",9.75,9.75,"Aug 15, 23"
"Aug 16, 23",9.75,9.75,"Aug 16, 23"
"Aug 18, 23",9.90,9.90,"Aug 18, 23"
"Aug 22, 23",9.60,9.60,"Aug 22, 23"
"Aug 29, 23",9.34,9.34,"Aug 29, 23"
"Sep 05, 23",9.15,9.15,"Sep 05, 23"
"Sep 06, 23",9.15,9.15,"Sep 06, 23"
"Sep 11, 23",9.26,9.26,"Sep 11, 23"
"Sep 12, 23",9.16,9.16,"Sep 12, 23"
"Sep 14, 23",9.13,9.13,"Sep 14, 23"
"Sep 15, 23",9.12,9.12,"Sep 15, 23"
"Sep 19, 23",9.17,9.17,"Sep 19, 23"
"Sep 20, 23",9.11,9.11,"Sep 20, 23"
"Sep 21, 23",9.09,9.09,"Sep 21, 23"
"Sep 22, 23",9.14,9.14,"Sep 22, 23"
"Sep 25, 23",9.07,9.07,"Sep 25, 23"
"Sep 26, 23",9.02,9.02,"Sep 26, 23"
"Sep 27, 23",8.97,8.97,"Sep 27, 23"
"Sep 28, 23",9.15,9.15,"Sep 28, 23"
"Oct 02, 23",9.03,9.03,"Oct 02, 23"
"Oct 03, 23",9.04,9.04,"Oct 03, 23"
"Oct 04, 23",9.12,9.12,"Oct 04, 23"
"Oct 09, 23",9.27,9.27,"Oct 09, 23"
"Oct 10, 23",9.40,9.40,"Oct 10, 23"
"Oct 11, 23",9.63,9.63,"Oct 11, 23"
"Oct 12, 23",9.60,9.60,"Oct 12, 23"
"Oct 16, 23",9.70,9.70,"Oct 16, 23"
"Oct 18, 23",9.60,9.60,"Oct 18, 23"
"Oct 20, 23",10.04,10.04,"Oct 20, 23"
"Oct 23, 23",10.21,10.21,"Oct 23, 23"
"Oct 25, 23",10.22,10.22,"Oct 25, 23"
"Oct 27, 23",10.28,10.28,"Oct 27, 23"
"Oct 30, 23",10.58,10.58,"Oct 30, 23"
"Oct 31, 23",10.62,10.62,"Oct 31, 23"
"Nov 01, 23",11.15,11.15,"Nov 01, 23"
"Nov 02, 23",11.21,11.21,"Nov 02, 23"
"Nov 03, 23",11.30,11.30,"Nov 03, 23"
"Nov 06, 23",11.58,11.58,"Nov 06, 23"
"Nov 08, 23",11.40,11.40,"Nov 08, 23"
"Nov 10, 23",11.80,11.80,"Nov 10, 23"
"Nov 13, 23",12.09,12.09,"Nov 13, 23"
"Nov 16, 23",12.74,12.74,"Nov 16, 23"
"Nov 20, 23",12.65,12.65,"Nov 20, 23"
